county_fips,admit_year,offset
17185,2023,90
17185,2024,95
17185,2025,74
17187,2018,69
17187,2019,56
17187,2020,74
17187,2021,26
17187,2022,63
17187,2023,94
17187,2024,95
17187,2025,86
17189,2018,37
17189,2019,53
17189,2020,10
17189,2021,50
17189,2022,81
17189,2023,23
17189,2024,27
17189,2025,56
17191,2018,78
17191,2019,41
17191,2020,21
17191,2021,53
17191,2022,41
17191,2023,56
17191,2024,46
17191,2025,97
17193,2018,63
17193,2019,91
17193,2020,11
17193,2021,49
17193,2022,25
17193,2023,22
17193,2024,67
17193,2025,26
17195,2018,83
17195,2019,43
17195,2020,15
17195,2021,94
17195,2022,77
17195,2023,83
17195,2024,58
17195,2025,85
17197,2018,27
17197,2019,92
17197,2020,51
17197,2021,59
17197,2022,62
17197,2023,63
17197,2024,53
17197,2025,57
17199,2018,55
17199,2019,88
17199,2020,37
17199,2021,44
17199,2022,13
17199,2023,24
17199,2024,87
17199,2025,58
17201,2018,75
17201,2019,22
17201,2020,22
17201,2021,32
17201,2022,19
17201,2023,93
17201,2024,41
17201,2025,55
17203,2018,43
17203,2019,45
17203,2020,50
17203,2021,39
17203,2022,28
17203,2023,18
17203,2024,29
17203,2025,75
18001,2018,73
18001,2019,27
18001,2020,50
18001,2021,34
18001,2022,60
18001,2023,13
18001,2024,33
18001,2025,31
18003,2018,47
18003,2019,27
18003,2020,87
18003,2021,86
18003,2022,100
18003,2023,68
18003,2024,64
18003,2025,61
18005,2018,19
18005,2019,50
18005,2020,17
18005,2021,80
18005,2022,51
18005,2023,51
18005,2024,59
18005,2025,56
18007,2018,25
18007,2019,51
18007,2020,85
18007,2021,81
18007,2022,43
18007,2023,92
18007,2024,19
18007,2025,82
18009,2018,58
18009,2019,40
18009,2020,14
18009,2021,69
18009,2022,39
18009,2023,94
18009,2024,71
18009,2025,10
18011,2018,35
18011,2019,12
18011,2020,83
18011,2021,90
18011,2022,66
18011,2023,29
18011,2024,92
18011,2025,86
18013,2018,85
18013,2019,83
18013,2020,13
18013,2021,25
18013,2022,51
18013,2023,60
18013,2024,10
18013,2025,51
18015,2018,43
18015,2019,23
18015,2020,32
18015,2021,54
18015,2022,27
18015,2023,31
18015,2024,50
18015,2025,52
18017,2018,85
18017,2019,53
18017,2020,65
18017,2021,52
18017,2022,86
18017,2023,28
18017,2024,51
18017,2025,41
18019,2018,30
18019,2019,51
18019,2020,73
18019,2021,82
18019,2022,29
18019,2023,58
18019,2024,71
18019,2025,59
18021,2018,93
18021,2019,49
18021,2020,95
18021,2021,79
18021,2022,88
18021,2023,19
18021,2024,33
18021,2025,57
18023,2018,36
18023,2019,25
18023,2020,40
18023,2021,56
18023,2022,20
18023,2023,26
18023,2024,49
18023,2025,21
18025,2018,43
18025,2019,10
18025,2020,70
18025,2021,13
18025,2022,72
18025,2023,10
18025,2024,31
18025,2025,65
18027,2018,83
18027,2019,97
18027,2020,86
18027,2021,26
18027,2022,10
18027,2023,71
18027,2024,40
18027,2025,89
18029,2018,25
18029,2019,69
18029,2020,61
18029,2021,43
18029,2022,70
18029,2023,30
18029,2024,66
18029,2025,94
18031,2018,12
18031,2019,66
18031,2020,97
18031,2021,41
18031,2022,30
18031,2023,57
18031,2024,73
18031,2025,17
18033,2018,47
18033,2019,70
18033,2020,20
18033,2021,76
18033,2022,46
18033,2023,89
18033,2024,39
18033,2025,91
18035,2018,78
18035,2019,11
18035,2020,28
18035,2021,54
18035,2022,100
18035,2023,93
18035,2024,55
18035,2025,19
18037,2018,67
18037,2019,52
18037,2020,82
18037,2021,43
18037,2022,11
18037,2023,18
18037,2024,47
18037,2025,23
18039,2018,39
18039,2019,87
18039,2020,12
18039,2021,26
18039,2022,30
18039,2023,73
18039,2024,15
18039,2025,27
18041,2018,50
18041,2019,22
18041,2020,20
18041,2021,82
18041,2022,80
18041,2023,80
18041,2024,50
18041,2025,30
18043,2018,94
18043,2019,24
18043,2020,83
18043,2021,63
18043,2022,86
18043,2023,45
18043,2024,48
18043,2025,66
18045,2018,57
18045,2019,10
18045,2020,78
18045,2021,32
18045,2022,55
18045,2023,19
18045,2024,15
18045,2025,52
18047,2018,89
18047,2019,66
18047,2020,12
18047,2021,16
18047,2022,11
18047,2023,92
18047,2024,44
18047,2025,19
18049,2018,10
18049,2019,88
18049,2020,93
18049,2021,15
18049,2022,48
18049,2023,63
18049,2024,33
18049,2025,48
18051,2018,17
18051,2019,98
18051,2020,12
18051,2021,24
18051,2022,72
18051,2023,18
18051,2024,45
18051,2025,35
18053,2018,20
18053,2019,54
18053,2020,74
18053,2021,81
18053,2022,75
18053,2023,80
18053,2024,26
18053,2025,68
18055,2018,20
18055,2019,47
18055,2020,57
18055,2021,83
18055,2022,99
18055,2023,21
18055,2024,65
18055,2025,35
18057,2018,69
18057,2019,68
18057,2020,60
18057,2021,74
18057,2022,33
18057,2023,12
18057,2024,41
18057,2025,82
18059,2018,81
18059,2019,78
18059,2020,83
18059,2021,87
18059,2022,99
18059,2023,89
18059,2024,80
18059,2025,92
18061,2018,24
18061,2019,15
18061,2020,63
18061,2021,26
18061,2022,92
18061,2023,59
18061,2024,32
18061,2025,89
18063,2018,94
18063,2019,30
18063,2020,29
18063,2021,53
18063,2022,56
18063,2023,18
18063,2024,21
18063,2025,70
18065,2018,31
18065,2019,83
18065,2020,33
18065,2021,41
18065,2022,82
18065,2023,90
18065,2024,21
18065,2025,91
18067,2018,47
18067,2019,18
18067,2020,52
18067,2021,54
18067,2022,69
18067,2023,50
18067,2024,93
18067,2025,63
18069,2018,39
18069,2019,68
18069,2020,72
18069,2021,50
18069,2022,10
18069,2023,96
18069,2024,60
18069,2025,37
18071,2018,83
18071,2019,12
18071,2020,68
18071,2021,17
18071,2022,91
18071,2023,62
18071,2024,77
18071,2025,17
18073,2018,44
18073,2019,97
18073,2020,98
18073,2021,86
18073,2022,97
18073,2023,93
18073,2024,17
18073,2025,99
18075,2018,55
18075,2019,88
18075,2020,22
18075,2021,74
18075,2022,94
18075,2023,60
18075,2024,99
18075,2025,44
18077,2018,57
18077,2019,50
18077,2020,45
18077,2021,48
18077,2022,51
18077,2023,12
18077,2024,84
18077,2025,22
18079,2018,30
18079,2019,56
18079,2020,25
18079,2021,22
18079,2022,84
18079,2023,84
18079,2024,51
18079,2025,28
18081,2018,19
18081,2019,70
18081,2020,93
18081,2021,22
18081,2022,78
18081,2023,77
18081,2024,51
18081,2025,82
18083,2018,93
18083,2019,13
18083,2020,67
18083,2021,20
18083,2022,60
18083,2023,29
18083,2024,67
18083,2025,38
18085,2018,84
18085,2019,63
18085,2020,88
18085,2021,21
18085,2022,35
18085,2023,15
18085,2024,43
18085,2025,62
18087,2018,74
18087,2019,18
18087,2020,23
18087,2021,63
18087,2022,18
18087,2023,44
18087,2024,79
18087,2025,28
18089,2018,74
18089,2019,20
18089,2020,37
18089,2021,19
18089,2022,71
18089,2023,62
18089,2024,40
18089,2025,67
18091,2018,39
18091,2019,56
18091,2020,70
18091,2021,86
18091,2022,99
18091,2023,46
18091,2024,24
18091,2025,65
18093,2018,27
18093,2019,96
18093,2020,24
18093,2021,27
18093,2022,39
18093,2023,91
18093,2024,16
18093,2025,85
18095,2018,87
18095,2019,88
18095,2020,83
18095,2021,46
18095,2022,94
18095,2023,62
18095,2024,53
18095,2025,32
18097,2018,52
18097,2019,28
18097,2020,73
18097,2021,88
18097,2022,95
18097,2023,74
18097,2024,31
18097,2025,54
18099,2018,98
18099,2019,27
18099,2020,76
18099,2021,67
18099,2022,92
18099,2023,65
18099,2024,56
18099,2025,85
18101,2018,10
18101,2019,42
18101,2020,48
18101,2021,67
18101,2022,35
18101,2023,17
18101,2024,58
18101,2025,18
18103,2018,40
18103,2019,95
18103,2020,56
18103,2021,40
18103,2022,10
18103,2023,41
18103,2024,84
18103,2025,51
18105,2018,19
18105,2019,25
18105,2020,24
18105,2021,94
18105,2022,72
18105,2023,97
18105,2024,84
18105,2025,15
18107,2018,44
18107,2019,40
18107,2020,13
18107,2021,24
18107,2022,45
18107,2023,32
18107,2024,52
18107,2025,32
18109,2018,50
18109,2019,26
18109,2020,72
18109,2021,38
18109,2022,42
18109,2023,48
18109,2024,36
18109,2025,81
18111,2018,61
18111,2019,39
18111,2020,27
18111,2021,33
18111,2022,29
18111,2023,54
18111,2024,39
18111,2025,98
18113,2018,46
18113,2019,86
18113,2020,62
18113,2021,83
18113,2022,81
18113,2023,100
18113,2024,43
18113,2025,12
18115,2018,12
18115,2019,69
18115,2020,62
18115,2021,44
18115,2022,95
18115,2023,41
18115,2024,13
18115,2025,34
18117,2018,85
18117,2019,95
18117,2020,82
18117,2021,79
18117,2022,88
18117,2023,47
18117,2024,63
18117,2025,24
18119,2018,24
18119,2019,39
18119,2020,21
18119,2021,15
18119,2022,56
18119,2023,64
18119,2024,56
18119,2025,32
18121,2018,91
18121,2019,29
18121,2020,91
18121,2021,66
18121,2022,46
18121,2023,39
18121,2024,12
18121,2025,70
18123,2018,59
18123,2019,94
18123,2020,91
18123,2021,94
18123,2022,50
18123,2023,29
18123,2024,26
18123,2025,67
18125,2018,24
18125,2019,66
18125,2020,22
18125,2021,79
18125,2022,22
18125,2023,40
18125,2024,25
18125,2025,11
18127,2018,67
18127,2019,71
18127,2020,33
18127,2021,20
18127,2022,17
18127,2023,16
18127,2024,61
18127,2025,100
18129,2018,45
18129,2019,22
18129,2020,42
18129,2021,55
18129,2022,64
18129,2023,80
18129,2024,88
18129,2025,53
18131,2018,25
18131,2019,52
18131,2020,94
18131,2021,77
18131,2022,55
18131,2023,59
18131,2024,85
18131,2025,43
18133,2018,62
18133,2019,17
18133,2020,55
18133,2021,18
18133,2022,77
18133,2023,10
18133,2024,54
18133,2025,22
18135,2018,32
18135,2019,31
18135,2020,19
18135,2021,94
18135,2022,61
18135,2023,19
18135,2024,25
18135,2025,47
18137,2018,25
18137,2019,98
18137,2020,93
18137,2021,98
18137,2022,75
18137,2023,91
18137,2024,55
18137,2025,86
18139,2018,63
18139,2019,89
18139,2020,63
18139,2021,64
18139,2022,67
18139,2023,39
18139,2024,62
18139,2025,46
18141,2018,39
18141,2019,18
18141,2020,99
18141,2021,37
18141,2022,77
18141,2023,68
18141,2024,93
18141,2025,54
18143,2018,76
18143,2019,54
18143,2020,82
18143,2021,62
18143,2022,97
18143,2023,43
18143,2024,14
18143,2025,87
18145,2018,27
18145,2019,68
18145,2020,44
18145,2021,69
18145,2022,85
18145,2023,58
18145,2024,88
18145,2025,69
18147,2018,98
18147,2019,75
18147,2020,78
18147,2021,57
18147,2022,67
18147,2023,55
18147,2024,34
18147,2025,58
18149,2018,81
18149,2019,91
18149,2020,84
18149,2021,60
18149,2022,10
18149,2023,81
18149,2024,56
18149,2025,82
18151,2018,31
18151,2019,81
18151,2020,58
18151,2021,83
18151,2022,24
18151,2023,71
18151,2024,38
18151,2025,36
18153,2018,45
18153,2019,47
18153,2020,20
18153,2021,79
18153,2022,72
18153,2023,44
18153,2024,64
18153,2025,48
18155,2018,69
18155,2019,12
18155,2020,20
18155,2021,44
18155,2022,19
18155,2023,98
18155,2024,43
18155,2025,53
18157,2018,96
18157,2019,10
18157,2020,21
18157,2021,11
18157,2022,37
18157,2023,59
18157,2024,49
18157,2025,50
18159,2018,45
18159,2019,11
18159,2020,54
18159,2021,81
18159,2022,21
18159,2023,65
18159,2024,21
18159,2025,49
18161,2018,91
18161,2019,11
18161,2020,62
18161,2021,86
18161,2022,21
18161,2023,62
18161,2024,74
18161,2025,19
18163,2018,30
18163,2019,51
18163,2020,72
18163,2021,35
18163,2022,62
18163,2023,65
18163,2024,60
18163,2025,50
18165,2018,61
18165,2019,68
18165,2020,24
18165,2021,73
18165,2022,56
18165,2023,57
18165,2024,68
18165,2025,64
18167,2018,83
18167,2019,97
18167,2020,76
18167,2021,27
18167,2022,45
18167,2023,45
18167,2024,25
18167,2025,93
18169,2018,69
18169,2019,70
18169,2020,95
18169,2021,72
18169,2022,35
18169,2023,45
18169,2024,53
18169,2025,60
18171,2018,50
18171,2019,78
18171,2020,42
18171,2021,92
18171,2022,64
18171,2023,11
18171,2024,75
18171,2025,64
18173,2018,64
18173,2019,24
18173,2020,100
18173,2021,10
18173,2022,85
18173,2023,23
18173,2024,17
18173,2025,32
18175,2018,66
18175,2019,54
18175,2020,75
18175,2021,17
18175,2022,39
18175,2023,50
18175,2024,54
18175,2025,49
18177,2018,56
18177,2019,24
18177,2020,75
18177,2021,13
18177,2022,25
18177,2023,46
18177,2024,63
18177,2025,14
18179,2018,36
18179,2019,44
18179,2020,88
18179,2021,12
18179,2022,43
18179,2023,39
18179,2024,10
18179,2025,42
18181,2018,34
18181,2019,37
18181,2020,39
18181,2021,81
18181,2022,38
18181,2023,49
18181,2024,39
18181,2025,75
18183,2018,41
18183,2019,71
18183,2020,86
18183,2021,50
18183,2022,59
18183,2023,32
18183,2024,24
18183,2025,84
19001,2018,61
19001,2019,46
19001,2020,71
19001,2021,80
19001,2022,63
19001,2023,64
19001,2024,85
19001,2025,83
19003,2018,14
19003,2019,16
19003,2020,60
19003,2021,70
19003,2022,46
19003,2023,98
19003,2024,88
19003,2025,44
19005,2018,43
19005,2019,99
19005,2020,89
19005,2021,34
19005,2022,16
19005,2023,68
19005,2024,21
19005,2025,41
19007,2018,88
19007,2019,91
19007,2020,91
19007,2021,71
19007,2022,39
19007,2023,14
19007,2024,47
19007,2025,95
19009,2018,86
19009,2019,87
19009,2020,84
19009,2021,12
19009,2022,20
19009,2023,52
19009,2024,77
19009,2025,88
19011,2018,90
19011,2019,54
19011,2020,100
19011,2021,66
19011,2022,90
19011,2023,52
19011,2024,100
19011,2025,77
19013,2018,55
19013,2019,40
19013,2020,76
19013,2021,85
19013,2022,39
19013,2023,64
19013,2024,86
19013,2025,90
19015,2018,75
19015,2019,72
19015,2020,69
19015,2021,39
19015,2022,55
19015,2023,97
19015,2024,39
19015,2025,36
19017,2018,44
19017,2019,43
19017,2020,73
19017,2021,84
19017,2022,31
19017,2023,73
19017,2024,48
19017,2025,43
19019,2018,97
19019,2019,59
19019,2020,34
19019,2021,98
19019,2022,92
19019,2023,26
19019,2024,63
19019,2025,74
19021,2018,82
19021,2019,48
19021,2020,85
19021,2021,18
19021,2022,88
19021,2023,28
19021,2024,73
19021,2025,39
19023,2018,32
19023,2019,42
19023,2020,60
19023,2021,75
19023,2022,78
19023,2023,51
19023,2024,43
19023,2025,92
19025,2018,26
19025,2019,60
19025,2020,91
19025,2021,68
19025,2022,69
19025,2023,22
19025,2024,86
19025,2025,35
19027,2018,10
19027,2019,47
19027,2020,70
19027,2021,51
19027,2022,17
19027,2023,84
19027,2024,80
19027,2025,48
19029,2018,35
19029,2019,99
19029,2020,30
19029,2021,80
19029,2022,69
19029,2023,28
19029,2024,92
19029,2025,69
19031,2018,77
19031,2019,39
19031,2020,56
19031,2021,98
19031,2022,21
19031,2023,40
19031,2024,84
19031,2025,90
19033,2018,42
19033,2019,95
19033,2020,57
19033,2021,56
19033,2022,39
19033,2023,44
19033,2024,52
19033,2025,90
19035,2018,55
19035,2019,68
19035,2020,15
19035,2021,36
19035,2022,51
19035,2023,79
19035,2024,34
19035,2025,22
19037,2018,15
19037,2019,64
19037,2020,91
19037,2021,65
19037,2022,65
19037,2023,77
19037,2024,12
19037,2025,52
19039,2018,96
19039,2019,85
19039,2020,71
19039,2021,35
19039,2022,32
19039,2023,59
19039,2024,100
19039,2025,71
19041,2018,100
19041,2019,12
19041,2020,31
19041,2021,51
19041,2022,28
19041,2023,20
19041,2024,36
19041,2025,23
19043,2018,90
19043,2019,71
19043,2020,10
19043,2021,61
19043,2022,84
19043,2023,94
19043,2024,79
19043,2025,33
19045,2018,49
19045,2019,94
19045,2020,34
19045,2021,67
19045,2022,22
19045,2023,58
19045,2024,76
19045,2025,95
19047,2018,17
19047,2019,98
19047,2020,98
19047,2021,38
19047,2022,86
19047,2023,80
19047,2024,17
19047,2025,30
19049,2018,10
19049,2019,62
19049,2020,45
19049,2021,93
19049,2022,80
19049,2023,90
19049,2024,87
19049,2025,54
19051,2018,16
19051,2019,44
19051,2020,36
19051,2021,60
19051,2022,30
19051,2023,41
19051,2024,17
19051,2025,37
19053,2018,48
19053,2019,64
19053,2020,95
19053,2021,97
19053,2022,87
19053,2023,20
19053,2024,71
19053,2025,19
19055,2018,92
19055,2019,20
19055,2020,45
19055,2021,36
19055,2022,92
19055,2023,48
19055,2024,48
19055,2025,61
19057,2018,31
19057,2019,49
19057,2020,95
19057,2021,66
19057,2022,25
19057,2023,51
19057,2024,65
19057,2025,52
19059,2018,23
19059,2019,73
19059,2020,47
19059,2021,61
19059,2022,49
19059,2023,22
19059,2024,80
19059,2025,74
19061,2018,13
19061,2019,72
19061,2020,80
19061,2021,36
19061,2022,98
19061,2023,98
19061,2024,35
19061,2025,17
19063,2018,45
19063,2019,20
19063,2020,79
19063,2021,84
19063,2022,16
19063,2023,13
19063,2024,88
19063,2025,10
19065,2018,90
19065,2019,49
19065,2020,36
19065,2021,34
19065,2022,26
19065,2023,52
19065,2024,74
19065,2025,40
19067,2018,74
19067,2019,77
19067,2020,70
19067,2021,73
19067,2022,34
19067,2023,84
19067,2024,87
19067,2025,45
19069,2018,93
19069,2019,83
19069,2020,77
19069,2021,82
19069,2022,67
19069,2023,79
19069,2024,73
19069,2025,58
19071,2018,38
19071,2019,49
19071,2020,22
19071,2021,99
19071,2022,77
19071,2023,92
19071,2024,48
19071,2025,35
19073,2018,98
19073,2019,26
19073,2020,43
19073,2021,51
19073,2022,51
19073,2023,85
19073,2024,37
19073,2025,13
19075,2018,59
19075,2019,58
19075,2020,46
19075,2021,75
19075,2022,66
19075,2023,12
19075,2024,79
19075,2025,45
19077,2018,70
19077,2019,30
19077,2020,75
19077,2021,18
19077,2022,90
19077,2023,89
19077,2024,62
19077,2025,46
19079,2018,59
19079,2019,21
19079,2020,85
19079,2021,52
19079,2022,76
19079,2023,77
19079,2024,43
19079,2025,68
19081,2018,43
19081,2019,41
19081,2020,89
19081,2021,10
19081,2022,65
19081,2023,89
19081,2024,93
19081,2025,36
19083,2018,46
19083,2019,52
19083,2020,17
19083,2021,84
19083,2022,54
19083,2023,72
19083,2024,10
19083,2025,39
19085,2018,46
19085,2019,54
19085,2020,16
19085,2021,40
19085,2022,94
19085,2023,51
19085,2024,33
19085,2025,37
19087,2018,63
19087,2019,52
19087,2020,100
19087,2021,82
19087,2022,68
19087,2023,16
19087,2024,71
19087,2025,59
19089,2018,82
19089,2019,29
19089,2020,51
19089,2021,72
19089,2022,40
19089,2023,92
19089,2024,68
19089,2025,58
19091,2018,69
19091,2019,65
19091,2020,63
19091,2021,82
19091,2022,13
19091,2023,62
19091,2024,17
19091,2025,62
19093,2018,47
19093,2019,48
19093,2020,26
19093,2021,92
19093,2022,45
19093,2023,67
19093,2024,57
19093,2025,10
19095,2018,81
19095,2019,40
19095,2020,52
19095,2021,43
19095,2022,48
19095,2023,78
19095,2024,68
19095,2025,30
19097,2018,21
19097,2019,63
19097,2020,37
19097,2021,98
19097,2022,20
19097,2023,72
19097,2024,30
19097,2025,24
19099,2018,87
19099,2019,31
19099,2020,93
19099,2021,14
19099,2022,47
19099,2023,53
19099,2024,18
19099,2025,62
19101,2018,61
19101,2019,93
19101,2020,24
19101,2021,48
19101,2022,35
19101,2023,60
19101,2024,34
19101,2025,52
19103,2018,64
19103,2019,95
19103,2020,84
19103,2021,22
19103,2022,70
19103,2023,64
19103,2024,71
19103,2025,93
19105,2018,51
19105,2019,44
19105,2020,80
19105,2021,24
19105,2022,89
19105,2023,49
19105,2024,74
19105,2025,35
19107,2018,40
19107,2019,85
19107,2020,65
19107,2021,17
19107,2022,26
19107,2023,83
19107,2024,53
19107,2025,38
19109,2018,23
19109,2019,94
19109,2020,91
19109,2021,67
19109,2022,36
19109,2023,14
19109,2024,17
19109,2025,26
19111,2018,66
19111,2019,63
19111,2020,85
19111,2021,11
19111,2022,93
19111,2023,19
19111,2024,24
19111,2025,100
19113,2018,21
19113,2019,24
19113,2020,83
19113,2021,47
19113,2022,92
19113,2023,70
19113,2024,62
19113,2025,73
19115,2018,44
19115,2019,67
19115,2020,16
19115,2021,81
19115,2022,16
19115,2023,72
19115,2024,15
19115,2025,69
19117,2018,78
19117,2019,49
19117,2020,17
19117,2021,73
19117,2022,21
19117,2023,23
19117,2024,31
19117,2025,53
19119,2018,30
19119,2019,47
19119,2020,13
19119,2021,38
19119,2022,70
19119,2023,32
19119,2024,51
19119,2025,82
19121,2018,46
19121,2019,61
19121,2020,30
19121,2021,84
19121,2022,81
19121,2023,26
19121,2024,62
19121,2025,76
19123,2018,88
19123,2019,66
19123,2020,13
19123,2021,60
19123,2022,52
19123,2023,78
19123,2024,74
19123,2025,59
19125,2018,83
19125,2019,68
19125,2020,63
19125,2021,41
19125,2022,28
19125,2023,89
19125,2024,72
19125,2025,45
19127,2018,18
19127,2019,89
19127,2020,16
19127,2021,85
19127,2022,74
19127,2023,45
19127,2024,86
19127,2025,45
19129,2018,77
19129,2019,94
19129,2020,20
19129,2021,19
19129,2022,21
19129,2023,92
19129,2024,84
19129,2025,62
19131,2018,84
19131,2019,16
19131,2020,13
19131,2021,36
19131,2022,68
19131,2023,60
19131,2024,91
19131,2025,98
19133,2018,83
19133,2019,79
19133,2020,56
19133,2021,92
19133,2022,11
19133,2023,28
19133,2024,57
19133,2025,97
19135,2018,62
19135,2019,67
19135,2020,10
19135,2021,91
19135,2022,40
19135,2023,53
19135,2024,78
19135,2025,21
19137,2018,51
19137,2019,67
19137,2020,22
19137,2021,48
19137,2022,73
19137,2023,74
19137,2024,38
19137,2025,20
19139,2018,33
19139,2019,100
19139,2020,72
19139,2021,27
19139,2022,99
19139,2023,74
19139,2024,89
19139,2025,36
19141,2018,58
19141,2019,49
19141,2020,92
19141,2021,52
19141,2022,23
19141,2023,19
19141,2024,34
19141,2025,52
19143,2018,64
19143,2019,67
19143,2020,84
19143,2021,39
19143,2022,46
19143,2023,97
19143,2024,49
19143,2025,23
19145,2018,25
19145,2019,93
19145,2020,60
19145,2021,62
19145,2022,67
19145,2023,66
19145,2024,81
19145,2025,20
19147,2018,34
19147,2019,34
19147,2020,72
19147,2021,30
19147,2022,43
19147,2023,76
19147,2024,72
19147,2025,100
19149,2018,14
19149,2019,52
19149,2020,50
19149,2021,49
19149,2022,74
19149,2023,11
19149,2024,62
19149,2025,90
19151,2018,19
19151,2019,54
19151,2020,12
19151,2021,35
19151,2022,58
19151,2023,84
19151,2024,50
19151,2025,94
19153,2018,91
19153,2019,14
19153,2020,45
19153,2021,55
19153,2022,27
19153,2023,60
19153,2024,55
19153,2025,95
19155,2018,17
19155,2019,80
19155,2020,76
19155,2021,60
19155,2022,53
19155,2023,64
19155,2024,70
19155,2025,54
19157,2018,57
19157,2019,43
19157,2020,12
19157,2021,41
19157,2022,30
19157,2023,12
19157,2024,92
19157,2025,39
19159,2018,67
19159,2019,45
19159,2020,92
19159,2021,52
19159,2022,41
19159,2023,46
19159,2024,96
19159,2025,76
19161,2018,76
19161,2019,21
19161,2020,95
19161,2021,83
19161,2022,17
19161,2023,34
19161,2024,87
19161,2025,75
19163,2018,12
19163,2019,37
19163,2020,20
19163,2021,59
19163,2022,45
19163,2023,99
19163,2024,11
19163,2025,11
19165,2018,72
19165,2019,78
19165,2020,39
19165,2021,96
19165,2022,93
19165,2023,34
19165,2024,27
19165,2025,39
19167,2018,49
19167,2019,94
19167,2020,64
19167,2021,79
19167,2022,59
19167,2023,60
19167,2024,58
19167,2025,100
19169,2018,64
19169,2019,81
19169,2020,27
19169,2021,29
19169,2022,90
19169,2023,93
19169,2024,26
19169,2025,79
19171,2018,49
19171,2019,12
19171,2020,63
19171,2021,85
19171,2022,35
19171,2023,68
19171,2024,34
19171,2025,63
19173,2018,11
19173,2019,25
19173,2020,44
19173,2021,75
19173,2022,77
19173,2023,68
19173,2024,28
19173,2025,10
19175,2018,26
19175,2019,95
19175,2020,46
19175,2021,62
19175,2022,48
19175,2023,81
19175,2024,91
19175,2025,27
19177,2018,76
19177,2019,60
19177,2020,48
19177,2021,18
19177,2022,82
19177,2023,23
19177,2024,50
19177,2025,10
19179,2018,94
19179,2019,49
19179,2020,21
19179,2021,22
19179,2022,94
19179,2023,72
19179,2024,64
19179,2025,79
19181,2018,57
19181,2019,13
19181,2020,13
19181,2021,71
19181,2022,59
19181,2023,71
19181,2024,64
19181,2025,39
19183,2018,91
19183,2019,92
19183,2020,98
19183,2021,26
19183,2022,77
19183,2023,72
19183,2024,100
19183,2025,41
19185,2018,80
19185,2019,88
19185,2020,79
19185,2021,64
19185,2022,38
19185,2023,22
19185,2024,39
19185,2025,42
19187,2018,59
19187,2019,63
19187,2020,11
19187,2021,68
19187,2022,34
19187,2023,11
19187,2024,37
19187,2025,14
19189,2018,70
19189,2019,96
19189,2020,11
19189,2021,69
19189,2022,76
19189,2023,27
19189,2024,15
19189,2025,85
19191,2018,58
19191,2019,52
19191,2020,98
19191,2021,79
19191,2022,57
19191,2023,30
19191,2024,52
19191,2025,69
19193,2018,44
19193,2019,78
19193,2020,45
19193,2021,89
19193,2022,62
19193,2023,22
19193,2024,18
19193,2025,14
19195,2018,82
19195,2019,21
19195,2020,55
19195,2021,70
19195,2022,47
19195,2023,37
19195,2024,20
19195,2025,83
19197,2018,22
19197,2019,57
19197,2020,22
19197,2021,99
19197,2022,29
19197,2023,14
19197,2024,100
19197,2025,78
20001,2018,88
20001,2019,68
20001,2020,17
20001,2021,21
20001,2022,21
20001,2023,100
20001,2024,50
20001,2025,87
20003,2018,16
20003,2019,36
20003,2020,29
20003,2021,55
20003,2022,21
20003,2023,56
20003,2024,30
20003,2025,98
20005,2018,57
20005,2019,24
20005,2020,11
20005,2021,47
20005,2022,50
20005,2023,14
20005,2024,92
20005,2025,31
20007,2018,92
20007,2019,99
20007,2020,17
20007,2021,75
20007,2022,28
20007,2023,61
20007,2024,47
20007,2025,49
20009,2018,64
20009,2019,67
20009,2020,42
20009,2021,36
20009,2022,87
20009,2023,85
20009,2024,24
20009,2025,17
20011,2018,100
20011,2019,46
20011,2020,76
20011,2021,88
20011,2022,20
20011,2023,40
20011,2024,29
20011,2025,12
20013,2018,85
20013,2019,54
20013,2020,65
20013,2021,10
20013,2022,75
20013,2023,43
20013,2024,61
20013,2025,29
20015,2018,60
20015,2019,37
20015,2020,53
20015,2021,43
20015,2022,48
20015,2023,63
20015,2024,57
20015,2025,55
20017,2018,79
20017,2019,34
20017,2020,12
20017,2021,90
20017,2022,80
20017,2023,36
20017,2024,90
20017,2025,29
20019,2018,27
20019,2019,20
20019,2020,96
20019,2021,65
20019,2022,14
20019,2023,75
20019,2024,63
20019,2025,49
20021,2018,48
20021,2019,35
20021,2020,28
20021,2021,17
20021,2022,33
20021,2023,67
20021,2024,30
20021,2025,79
20023,2018,87
20023,2019,21
20023,2020,51
20023,2021,88
20023,2022,78
20023,2023,67
20023,2024,73
20023,2025,35
20025,2018,53
20025,2019,98
20025,2020,54
20025,2021,49
20025,2022,94
20025,2023,97
20025,2024,12
20025,2025,64
20027,2018,64
20027,2019,55
20027,2020,25
20027,2021,11
20027,2022,95
20027,2023,15
20027,2024,79
20027,2025,89
20029,2018,37
20029,2019,77
20029,2020,47
20029,2021,14
20029,2022,62
20029,2023,96
20029,2024,92
20029,2025,60
20031,2018,92
20031,2019,21
20031,2020,97
20031,2021,97
20031,2022,23
20031,2023,46
20031,2024,47
20031,2025,15
20033,2018,49
20033,2019,31
20033,2020,43
20033,2021,34
20033,2022,21
20033,2023,47
20033,2024,69
20033,2025,28
20035,2018,60
20035,2019,33
20035,2020,72
20035,2021,33
20035,2022,67
20035,2023,75
20035,2024,75
20035,2025,69
20037,2018,24
